id,sentence,subject_entity,object_entity,label
15,2017년 12월 5일 인스타그램은 인스타그램 스토리와 유사하지만 만료되지 않는 '스토리 하이라이트'를 선보였다. 프로필 사진에 원으로 표시되며 데스크톱 웹 사이트에서도 볼 수 있다.,"{'word': '스토리 하이라이트', 'start_idx': 46, 'end_idx': 54, 'type': 'INV'}","{'word': '원', 'start_idx': 72, 'end_idx': 72, 'type': 'POH'}",inv : property
16,상호 정전 방식은 자가 정전 방식에 비해 내구성이 우수하고 구성 비용이 저렴하다.,"{'word': '상호 정전 방식', 'start_idx': 0, 'end_idx': 7, 'type': 'INV'}","{'word': '내구성이 우수', 'start_idx': 23, 'end_idx': 29, 'type': 'POH'}",inv : property
17,상호 정전 방식은 자가 정전 방식에 비해 내구성이 우수하고 구성 비용이 저렴하다.,"{'word': '상호 정전 방식', 'start_idx': 0, 'end_idx': 7, 'type': 'INV'}","{'word': '구성 비용이 저렴', 'start_idx': 33, 'end_idx': 41, 'type': 'POH'}",inv : property
18,"카카오톡은 광고 정보를 사용자가 사전에 동의해야 받아볼 수 있는 방식이 아니라, 사용자가 개인정보 수집에 동의한 후 나중에 거부할 수 있는 '선 동의 후 거부' 방식을 취하고 있다.","{'word': '카카오톡', 'start_idx': 0, 'end_idx': 3, 'type': 'INV'}","{'word': ""'선 동의 후 거부' 방식"", 'start_idx': 78, 'end_idx': 91, 'type': 'POH'}",inv : property
19,"인스타그램이 중립적인 성별 편향 형식을 갖고 있는 반면, 인스타그램 사용자의 68%는 여성이고 32%는 남성이었다.","{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'INV'}","{'word': '중립적인 성별 편향 형식', 'start_idx': 7, 'end_idx': 19, 'type': 'NOH'}",inv : property
20,"인스타그램이 캠페인에 대해 많은 언급을 하지는 않았지만, 2015년 10월 케빈 시스트롬 CEO의 설명에는 인스타그램 등 앱스토어를 통해 퍼블리싱된 앱에 대한 애플의 콘텐츠 가이드라인이 강조됐으며, 앱의 현재 등급은 12세 이상이다.","{'word': '앱', 'start_idx': 111, 'end_idx': 111, 'type': 'INV'}","{'word': '12세 이상', 'start_idx': 121, 'end_idx': 126, 'type': 'NOH'}",inv : property
21,인스타그램에 따르면 이들은 코로나19 대유행으로 가정과 '사회적 거리'를 유지하라는 목소리가 높아지면서 친구·가족과의 소통을 원하는 사람들을 위해 '코워치' 출시를 추진했다.,"{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '코워치', 'start_idx': 83, 'end_idx': 85, 'type': 'VIS'}",org : produce
22,"2012년 4월 3일, 인스타그램은 안드로이드 버전을 공개했고, 하루도 안 되는 시간에 100만 번 이상 다운로드되었다.","{'word': '인스타그램', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}","{'word': '안드로이드 버전', 'start_idx': 20, 'end_idx': 27, 'type': 'INV'}",org : produce
23,"2012년 11월, 인스타그램은 웹 사이트 프로필을 출시하여, 누구나 웹 브라우저에서 사용자 피드를 볼 수 있을 뿐만 아니라 프로필에 연결할 수 있는 웹 위젯 버튼인 '배지(""badges"")'도 사용할 수 있었다.","{'word': '인스타그램', 'start_idx': 11, 'end_idx': 15, 'type': 'ORG'}","{'word': '웹 사이트 프로필', 'start_idx': 18, 'end_idx': 26, 'type': 'INV'}",org : produce
24,"2016년 5월 11일, 인스타그램은 앱 사용자 인터페이스에 흑백 디자인 테마를 추가하고, 더 추상적이고, ""현대적""이며, 다채로운 아이콘을 추가했다.","{'word': '인스타그램', 'start_idx': 14, 'end_idx': 18, 'type': 'ORG'}","{'word': '아이콘', 'start_idx': 74, 'end_idx': 76, 'type': 'INV'}",org : produce
25,"2016년 4월, 인스타그램은 플랫폼용 앱을 출시하라는 마이크로소프트와 대중들의 요구 끝에 윈도우 10 모바일 앱을 출시했다.","{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}","{'word': '윈도우 10 모바일 앱', 'start_idx': 51, 'end_idx': 62, 'type': 'INV'}",org : produce
26,인스타그램은 2018년 4월 선택 시 피사체의 초점을 맞추면서 사진이나 영상의 배경을 부드럽게 흐리게 하는 초상화 모드인 '포커스 모드' 버전을 출시했다.,"{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': ""'포커스 모드' 버전"", 'start_idx': 68, 'end_idx': 78, 'type': 'INV'}",org : produce
27,"2021년 3월 1일, 인스타그램은 한 공간에서 여러 사람이 동시에 라이브할 수 있는 인스타그램 라이브 ""룸""이라는 이름의 새로운 기능을 출시했다.","{'word': '인스타그램', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}","{'word': '인스타그램 라이브 ""룸""', 'start_idx': 48, 'end_idx': 60, 'type': 'INV'}",org : produce
28,"인스타그램은 2021년 5월, 이용자들이 자신의 릴스와 스토리에 노래의 가사를 보여주는 기능인 ""캡션""을 넣을 수 있도록 한다고 발표했다.","{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '캡션', 'start_idx': 54, 'end_idx': 55, 'type': 'INV'}",org : produce
29,IGTV는 2018년 6월 인스타그램이 출시한 비디오 애플리케이션이다.,"{'word': '인스타그램', 'start_idx': 15, 'end_idx': 19, 'type': 'ORG'}","{'word': 'IGTV', 'start_idx': 0, 'end_idx': 3, 'type': 'INV'}",org : produce
30,2013년 12월 인스타그램은 인스타그램 다이렉트 메시지를 발표했다.,"{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}","{'word': '인스타그램 다이렉트 메시지', 'start_idx': 17, 'end_idx': 30, 'type': 'INV'}",org : produce
31,2017년 12월 5일 인스타그램은 인스타그램 스토리와 유사하지만 만료되지 않는 '스토리 하이라이트'를 선보였다.,"{'word': '인스타그램', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}","{'word': '스토리 하이라이트', 'start_idx': 46, 'end_idx': 54, 'type': 'INV'}",org : produce
32,인스타그램은 2018년 11월 비즈니스 계정이 사용자를 구매 페이지로 안내하는 제품 링크를 추가하거나 '쇼핑 목록'에 저장할 수 있는 기능을 추가했다.,"{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': ""'쇼핑 목록'에 저장할 수 있는 기능"", 'start_idx': 57, 'end_idx': 76, 'type': 'INV'}",org : produce
33,인스타그램이 특화 기능을 갖춘 독립형 어플 3개를 개발해 출시했다.,"{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '독립형 어플', 'start_idx': 17, 'end_idx': 22, 'type': 'INV'}",org : produce
34,"마이크로소프트는 2015년 5월 안드로이드와 윈도우 전용 하이퍼랩스 앱을 출시했지만, 현재까지 인스타그램에서 두 플랫폼에 대한 공식 하이퍼랩스 앱은 없었다.","{'word': '마이크로소프트', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '하이퍼랩스 앱', 'start_idx': 32, 'end_idx': 38, 'type': 'INV'}",org : produce
35,"또한 인스타그램은 2020년 '추천된 게시물'이라는 제목의 기능을 출시했는데, 인스타그램은 사용자가 해당 사용자의 피드를 원할 것으로 생각하는 계정의 게시물을 추가했다.","{'word': '인스타그램', 'start_idx': 3, 'end_idx': 7, 'type': 'ORG'}","{'word': '추천된 게시물', 'start_idx': 17, 'end_idx': 23, 'type': 'INV'}",org : produce
36,"카카오톡(, )은, 주식회사 카카오가 2010년 3월 18일 서비스를 시작한 글로벌 모바일 인스턴트 메신저이다.","{'word': '카카오', 'start_idx': 16, 'end_idx': 18, 'type': 'ORG'}","{'word': '카카오톡', 'start_idx': 0, 'end_idx': 3, 'type': 'INV'}",org : produce
37,"2010년 3월 18일, 카카오톡은 iOS용 앱을 출시, 8월 23일 안드로이드용 앱을 출시했다.","{'word': '카카오톡', 'start_idx': 14, 'end_idx': 17, 'type': 'ORG'}","{'word': 'iOS용 앱', 'start_idx': 20, 'end_idx': 25, 'type': 'INV'}",org : produce
38,"2010년 3월 18일, 카카오톡은 iOS용 앱을 출시, 8월 23일 안드로이드용 앱을 출시했다.","{'word': '카카오톡', 'start_idx': 14, 'end_idx': 17, 'type': 'ORG'}","{'word': '안드로이드용 앱', 'start_idx': 39, 'end_idx': 46, 'type': 'INV'}",org : produce
39,"조슈아 쿠슈너는 인스타그램의 시리즈B 모금에서 두 번째로 큰 투자자로, 그의 투자 회사인 스트로우 캐피털이 페이스북에 매각된 후 두 배의 돈을 벌도록 이끌었다.","{'word': '스트로우 캐피털', 'start_idx': 50, 'end_idx': 57, 'type': 'ORG'}","{'word': '조슈아 쿠슈너', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}",org : employees
40,"2018년 9월 24일, 크리거와 시스트롬은 인스타그램 대표자 직위를 사퇴할 것이라고 발표했다.","{'word': '인스타그램', 'start_idx': 25, 'end_idx': 29, 'type': 'ORG'}","{'word': '시스트롬', 'start_idx': 19, 'end_idx': 22, 'type': 'PER'}",org : employees
41,"2018년 9월 24일, 크리거와 시스트롬은 인스타그램 대표자 직위를 사퇴할 것이라고 발표했다.","{'word': '인스타그램', 'start_idx': 25, 'end_idx': 29, 'type': 'ORG'}","{'word': '크리거', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}",org : employees
42,에밀리 화이트는 2013년 4월 인스타그램에 사업 운영 이사로 합류했다.,"{'word': '인스타그램', 'start_idx': 18, 'end_idx': 22, 'type': 'ORG'}","{'word': '에밀리 화이트', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}",org : employees
43,화이트는 2013년 12월 인스타그램에서 탈퇴하여 스냅챗에 합류하였다.,"{'word': '스냅챗', 'start_idx': 28, 'end_idx': 30, 'type': 'ORG'}","{'word': '화이트', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org : employees
44,"2014년 8월, 제임스 쿼리는 인스타그램의 글로벌 비즈니스 및 브랜드 개발 책임자가 되었으며, 광고와 판매를 감독하고 새로운 ""화폐성 상품""을 개발한다고 대변인이 밝혔다.","{'word': '인스타그램', 'start_idx': 18, 'end_idx': 22, 'type': 'ORG'}","{'word': '제임스 쿼리', 'start_idx': 10, 'end_idx': 15, 'type': 'PER'}",org : employees
45,"이 기능은 더 버지의 레딧 사용자 양쪽으로부터 논란이 일었는데, 더 버지는 추천 게시물이 사용자들이 그들의 피드에 달라붙게 하고, 사용자들에게 더 많은 광고를 노출시키며, 궁극적으로는 사용자의 정신 건강을 해친다는 것을 보도했고, 반면 줄리안 구트먼 인스타그램 임원은 이 기능이 사용자를 계속 붙들려는 의도가 아니라고 반박했다.","{'word': '인스타그램', 'start_idx': 140, 'end_idx': 144, 'type': 'ORG'}","{'word': '줄리안 구트먼', 'start_idx': 132, 'end_idx': 138, 'type': 'PER'}",org : employees
46,"2010년 10월 6일, 앱 스토어를 통해 인스타그램 iOS 앱이 공식 출시되었다.","{'word': '인스타그램 iOS 앱', 'start_idx': 24, 'end_idx': 34, 'type': 'INV'}","{'word': '2010년 10월 6일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",inv : rdpd
47,"2012년 4월 3일, 인스타그램은 안드로이드 버전을 공개했고, 하루도 안 되는 시간에 100만 번 이상 다운로드되었다.","{'word': '안드로이드 버전', 'start_idx': 20, 'end_idx': 27, 'type': 'INV'}","{'word': '2012년 4월 3일', 'start_idx': 0, 'end_idx': 10, 'type': 'DAT'}",inv : rdpd
48,"2012년 11월, 인스타그램은 웹 사이트 프로필을 출시하여, 누구나 웹 브라우저에서 사용자 피드를 볼 수 있을 뿐만 아니라 프로필에 연결할 수 있는 웹 위젯 버튼인 '배지(""badges"")'도 사용할 수 있었다.","{'word': '웹 사이트 프로필', 'start_idx': 18, 'end_idx': 26, 'type': 'INV'}","{'word': '2012년 11월', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",inv : rdpd
49,"2015년 6월, 데스크톱 웹사이트 사용자 인터페이스는 사진 업로드를 위한 더 많은 공간과 함께 모바일 버전의 레이아웃과 유사한 형태로 더 간단하게 다시 디자인되었다.","{'word': '데스크톱 웹사이트 사용자 인터페이스', 'start_idx': 10, 'end_idx': 28, 'type': 'INV'}","{'word': '2015년 6월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",inv : rdpd
50,"2016년 5월 11일, 인스타그램은 앱 사용자 인터페이스에 흑백 디자인 테마를 추가하고, 더 추상적이고, ""현대적""이며, 다채로운 아이콘을 추가했다.","{'word': '흑백 디자인 테마', 'start_idx': 34, 'end_idx': 42, 'type': 'INV'}","{'word': '2016년 5월 11일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",inv : rdpd
51,"2016년 4월, 인스타그램은 플랫폼용 앱을 출시하라는 마이크로소프트와 대중들의 요구 끝에 윈도우 10 모바일 앱을 출시했다.","{'word': '윈도우 10 모바일 앱', 'start_idx': 51, 'end_idx': 62, 'type': 'INV'}","{'word': '2016년 4월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",inv : rdpd
52,이 플랫폼 이전에 2013년 11월 21일에 윈도우 폰 8용으로 처음 출시된 인스타그램의 베타 버전이 있었다.,"{'word': '인스타그램의 베타 버전', 'start_idx': 43, 'end_idx': 54, 'type': 'INV'}","{'word': '2013년 11월 21일', 'start_idx': 10, 'end_idx': 22, 'type': 'DAT'}",inv : rdpd
53,"마찬가지로, 윈도우 10 개인용 컴퓨터와 태블릿용 앱도 2016년 10월에 출시되었다.","{'word': '윈도우 10 개인용 컴퓨터와 태블릿용 앱', 'start_idx': 7, 'end_idx': 28, 'type': 'INV'}","{'word': '2016년 10월', 'start_idx': 31, 'end_idx': 39, 'type': 'DAT'}",inv : rdpd
54,IGTV는 2018년 6월 20일 독립형(standalone) 비디오 애플리케이션으로 출시되었다.,"{'word': 'IGTV', 'start_idx': 0, 'end_idx': 3, 'type': 'INV'}","{'word': '2018년 6월 20일', 'start_idx': 6, 'end_idx': 17, 'type': 'DAT'}",inv : rdpd
55,"이 기능은 2019년 5월에 시범적으로 시작되었고, 7월에 6개의 다른 시장으로 확장되었다.","{'word': '이 기능', 'start_idx': 0, 'end_idx': 3, 'type': 'INV'}","{'word': '2019년 5월', 'start_idx': 6, 'end_idx': 13, 'type': 'DAT'}",inv : rdpd
56,"2020년 3월, 인스타그램은 ""함께 보기(Co-Watching)""이라는 새로운 기능을 출시했다.","{'word': '""함께 보기(Co-Watching)""이라는 새로운 기능', 'start_idx': 17, 'end_idx': 46, 'type': 'INV'}","{'word': '2020년 3월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",inv : rdpd
57,"2020년 8월, 인스타그램은 ""릴스(Reels)""라는 새로운 기능을 시작했다.","{'word': '릴스', 'start_idx': 18, 'end_idx': 19, 'type': 'INV'}","{'word': '2020년 8월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",inv : rdpd
58,인스타그램은 2018년 4월 선택 시 피사체의 초점을 맞추면서 사진이나 영상의 배경을 부드럽게 흐리게 하는 초상화 모드인 '포커스 모드' 버전을 출시했다.,"{'word': ""'포커스 모드' 버전"", 'start_idx': 68, 'end_idx': 78, 'type': 'INV'}","{'word': '2018년 4월', 'start_idx': 7, 'end_idx': 14, 'type': 'DAT'}",inv : rdpd
59,"인스타그램은 2021년 5월, 이용자들이 자신의 릴스와 스토리에 노래의 가사를 보여주는 기능인 ""캡션""을 넣을 수 있도록 한다고 발표했다.","{'word': '캡션', 'start_idx': 54, 'end_idx': 55, 'type': 'INV'}","{'word': '2021년 5월', 'start_idx': 7, 'end_idx': 14, 'type': 'DAT'}",inv : rdpd
60,IGTV는 2018년 6월 인스타그램이 출시한 비디오 애플리케이션이다.,"{'word': 'IGTV', 'start_idx': 0, 'end_idx': 3, 'type': 'INV'}","{'word': '2018년 6월', 'start_idx': 6, 'end_idx': 13, 'type': 'DAT'}",inv : rdpd
61,2013년 12월 인스타그램은 인스타그램 다이렉트 메시지를 발표했다.,"{'word': '인스타그램 다이렉트 메시지', 'start_idx': 17, 'end_idx': 30, 'type': 'INV'}","{'word': '2013년 12월', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",inv : rdpd
62,2021년 3월에는 새로운 어린이 안전 정책의 일환으로 성인들이 팔로우를 하지 않는 18세 이하 사용자들에게 메시지를 보낼 수 없도록 하는 기능이 추가됐다.,"{'word': '성인들이 팔로우를 하지 않는 18세 이하 사용자들에게 메시지를 보낼 수 없도록 하는 기능', 'start_idx': 31, 'end_idx': 79, 'type': 'INV'}","{'word': '2021년 3월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",inv : rdpd
63,같은 해 11월 인스타그램 스토리에 사용자가 직접 라이브 방송을 할 수 있도록 라이브 영상 기능을 추가했다.,"{'word': '라이브 영상', 'start_idx': 44, 'end_idx': 49, 'type': 'INV'}","{'word': '같은 해 11월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",inv : rdpd
64,2017년 12월 5일 인스타그램은 인스타그램 스토리와 유사하지만 만료되지 않는 '스토리 하이라이트'를 선보였다.,"{'word': '스토리 하이라이트', 'start_idx': 46, 'end_idx': 54, 'type': 'INV'}","{'word': '2017년 12월 5일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",inv : rdpd
65,"2014년 7월에는 친구의 프로필 사진을 클릭해 빠르게 이미지를 전송할 수 있고, 메시지 앱 '볼트(Bolt)'를 출시했다.","{'word': '볼트', 'start_idx': 53, 'end_idx': 54, 'type': 'INV'}","{'word': '2014년 7월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",inv : rdpd
66,이어 지난 8월 '클레버 알고리즘 프로세싱'을 활용해 추적샷과 빠른 시간 경과 동영상을 만드는 iOS 전용 앱 '하이퍼랩스'가 출시됐다.,"{'word': ""하이퍼랩스'"", 'start_idx': 63, 'end_idx': 68, 'type': 'INV'}","{'word': '지난 8월', 'start_idx': 3, 'end_idx': 7, 'type': 'DAT'}",inv : rdpd
67,"마이크로소프트는 2015년 5월 안드로이드와 윈도우 전용 하이퍼랩스 앱을 출시했지만, 현재까지 인스타그램에서 두 플랫폼에 대한 공식 하이퍼랩스 앱은 없었다.","{'word': '하이퍼랩스 앱', 'start_idx': 32, 'end_idx': 38, 'type': 'INV'}","{'word': '2015년 5월', 'start_idx': 9, 'end_idx': 16, 'type': 'DAT'}",inv : rdpd
68,2015년 10월에는 사진을 짧은 1초짜리 동영상으로 합성해 반복 재생하는 비디오 앱 부'메랑'을 출시했다.,"{'word': ""부'메랑'"", 'start_idx': 48, 'end_idx': 52, 'type': 'INV'}","{'word': '2015년 10월', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",inv : rdpd
69,"또한 인스타그램은 2020년 '추천된 게시물'이라는 제목의 기능을 출시했는데, 인스타그램은 사용자가 해당 사용자의 피드를 원할 것으로 생각하는 계정의 게시물을 추가했다.","{'word': '추천된 게시물', 'start_idx': 17, 'end_idx': 23, 'type': 'INV'}","{'word': '2020년', 'start_idx': 10, 'end_idx': 14, 'type': 'DAT'}",inv : rdpd
70,"카카오톡(, )은, 주식회사 카카오가 2010년 3월 18일 서비스를 시작한 글로벌 모바일 인스턴트 메신저이다.","{'word': '카카오톡', 'start_idx': 0, 'end_idx': 3, 'type': 'INV'}","{'word': '2010년 3월 18일', 'start_idx': 21, 'end_idx': 32, 'type': 'DAT'}",inv : rdpd
71,"2013년 6월 20일 마이크로소프트 윈도우용 버전을 출시하였고, 2014년 5월 29일 macOS용 앱이 맥 앱 스토어를 통해 출시되었다.","{'word': '마이크로소프트 윈도우용 버전', 'start_idx': 13, 'end_idx': 27, 'type': 'INV'}","{'word': '2013년 6월 20일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",inv : rdpd
72,"2013년 6월 20일 마이크로소프트 윈도우용 버전을 출시하였고, 2014년 5월 29일 macOS용 앱이 맥 앱 스토어를 통해 출시되었다.","{'word': 'macOS용 앱', 'start_idx': 50, 'end_idx': 57, 'type': 'INV'}","{'word': '2014년 5월 29일', 'start_idx': 37, 'end_idx': 48, 'type': 'DAT'}",inv : rdpd
73,2011년 7월 28일 CBT를 실시 후 2012년 3월 7일 블랙베리 OS용 앱을 출시하였으나 2015년 12월 28일부로 종료하였다.,"{'word': '블랙베리 OS용 앱', 'start_idx': 35, 'end_idx': 44, 'type': 'INV'}","{'word': '2012년 3월 7일', 'start_idx': 23, 'end_idx': 33, 'type': 'DAT'}",inv : rdpd
74,블랙베리 OS 10을 사용 중이라면 안드로이드용 앱을 설치하여 사용할 수 있다. 2012년 4월 3일 바다용 앱을 출시하였으나 2014년 7월 31일 부로 종료하였다.,"{'word': '바다용 앱', 'start_idx': 57, 'end_idx': 61, 'type': 'INV'}","{'word': '2012년 4월 3일', 'start_idx': 45, 'end_idx': 55, 'type': 'DAT'}",inv : rdpd
75,2012년 6월 20일 윈도우 폰용 앱을 출시하였으나 2016년 12월 5일부로 종료하였다.,"{'word': '윈도우 폰용 앱', 'start_idx': 13, 'end_idx': 20, 'type': 'INV'}","{'word': '2012년 6월 20일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",inv : rdpd
76,"출시 당시 인스타그램 사용자 6억 명 중 80%가 미국 밖에 있는 것으로 알려졌으며, 앞서 언급한 기능이 생중계된 가운데 인스타그램도 오프라인에서 더 많은 기능을 이용할 수 있도록 하겠다는 의사를 밝혔으며, ""iOS 버전을 탐색 중""이라고 밝혔다.","{'word': '인스타그램', 'start_idx': 6, 'end_idx': 10, 'type': 'INV'}","{'word': '6억 명', 'start_idx': 16, 'end_idx': 19, 'type': 'NOH'}",inv : nou
77,인스타그램의 지리적 용도는 도시지역에 거주하는 미국 성인의 17%가 인스타그램을 사용하는 반면 교외 및 농촌 성인의 11%만이 인스타그램 사용을 선호하고 있는 것으로 나타났다.,"{'word': '인스타그램', 'start_idx': 38, 'end_idx': 42, 'type': 'INV'}","{'word': '미국 성인의 17%', 'start_idx': 26, 'end_idx': 35, 'type': 'NOH'}",inv : nou
78,이들 인스타그램 사용자 중 24%가 하루에도 몇 번씩 앱을 사용한다고 답했다.,"{'word': '앱', 'start_idx': 30, 'end_idx': 30, 'type': 'INV'}","{'word': '인스타그램 사용자 중 24%', 'start_idx': 3, 'end_idx': 17, 'type': 'NOH'}",inv : nou
79,"2014년 3월, 인스타그램은 '페이스북 플레이스(""Facebook Place"")'를 사용하는 기술을 테스트하고 수정하기 시작했다.","{'word': '페이스북 플레이스', 'start_idx': 18, 'end_idx': 26, 'type': 'INV'}","{'word': 'Facebook Place', 'start_idx': 29, 'end_idx': 42, 'type': 'INV'}",inv : an
80,"2019년 4월 30일, 윈도우 10 모바일 앱은 단종되었으나 모바일 웹사이트는 기능이 제한된 프로그레시브 웹 애플리케이션(PWA)으로 이용 가능하게 했다.","{'word': '프로그레시브 웹 애플리케이션', 'start_idx': 53, 'end_idx': 67, 'type': 'INV'}","{'word': 'PWA', 'start_idx': 69, 'end_idx': 71, 'type': 'INV'}",inv : an
